Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Date Range,Mean Travel Time (Seconds),Range - Lower Bound Travel Time (Seconds),Range - Upper Bound Travel Time (Seconds)
694,Census Tract 9800,372,Census Tract 231.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",1792,1450,2214
694,Census Tract 9800,373,Census Tract 213.06,"1/1/2020 - 3/31/2020, Every day, Daily Average",2071,1650,2598
694,Census Tract 9800,374,Census Tract 213.08,"1/1/2020 - 3/31/2020, Every day, Daily Average",1927,1448,2563
694,Census Tract 9800,375,Census Tract 216.05,"1/1/2020 - 3/31/2020, Every day, Daily Average",1575,1264,1962
694,Census Tract 9800,376,Census Tract 219.13,"1/1/2020 - 3/31/2020, Every day, Daily Average",2067,1673,2552
694,Census Tract 9800,377,Census Tract 220.09,"1/1/2020 - 3/31/2020, Every day, Daily Average",1845,1485,2290
694,Census Tract 9800,378,Census Tract 222.03,"1/1/2020 - 3/31/2020, Every day, Daily Average",2010,1636,2469
694,Census Tract 9800,379,Census Tract 801.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",1637,1289,2078
694,Census Tract 9800,380,Census Tract 123,"1/1/2020 - 3/31/2020, Every day, Daily Average",285,114,709
694,Census Tract 9800,381,Census Tract 232.14,"1/1/2020 - 3/31/2020, Every day, Daily Average",1760,1366,2266
694,Census Tract 9800,382,Census Tract 233.13,"1/1/2020 - 3/31/2020, Every day, Daily Average",2108,1662,2672
694,Census Tract 9800,383,Census Tract 233.16,"1/1/2020 - 3/31/2020, Every day, Daily Average",2597,2173,3102
694,Census Tract 9800,384,Census Tract 211.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",2122,1743,2583
694,Census Tract 9800,385,Census Tract 231.07,"1/1/2020 - 3/31/2020, Every day, Daily Average",1697,1277,2253
694,Census Tract 9800,386,Census Tract 231.08,"1/1/2020 - 3/31/2020, Every day, Daily Average",1458,1106,1921
694,Census Tract 9800,387,Census Tract 232.04,"1/1/2020 - 3/31/2020, Every day, Daily Average",1912,1540,2373
694,Census Tract 9800,388,Census Tract 214.14,"1/1/2020 - 3/31/2020, Every day, Daily Average",1709,1337,2183
694,Census Tract 9800,389,Census Tract 212.15,"1/1/2020 - 3/31/2020, Every day, Daily Average",2046,1634,2561
694,Census Tract 9800,390,Census Tract 504.17,"1/1/2020 - 3/31/2020, Every day, Daily Average",2084,1629,2665
694,Census Tract 9800,391,Census Tract 503.04,"1/1/2020 - 3/31/2020, Every day, Daily Average",2225,1796,2755
694,Census Tract 9800,393,Census Tract 1105.04,"1/1/2020 - 3/31/2020, Every day, Daily Average",3905,3287,4639
694,Census Tract 9800,394,Census Tract 212.17,"1/1/2020 - 3/31/2020, Every day, Daily Average",2194,1751,2748
694,Census Tract 9800,395,Census Tract 214.09,"1/1/2020 - 3/31/2020, Every day, Daily Average",1794,1333,2413
694,Census Tract 9800,396,Census Tract 218.14,"1/1/2020 - 3/31/2020, Every day, Daily Average",2145,1651,2785
694,Census Tract 9800,397,Census Tract 231.11,"1/1/2020 - 3/31/2020, Every day, Daily Average",1533,1186,1981
694,Census Tract 9800,398,Census Tract 220.10,"1/1/2020 - 3/31/2020, Every day, Daily Average",1949,1647,2306
694,Census Tract 9800,399,Census Tract 231.13,"1/1/2020 - 3/31/2020, Every day, Daily Average",1642,1277,2111
694,Census Tract 9800,400,Census Tract 232.06,"1/1/2020 - 3/31/2020, Every day, Daily Average",1716,1335,2204
694,Census Tract 9800,401,Census Tract 232.08,"1/1/2020 - 3/31/2020, Every day, Daily Average",2078,1701,2538
694,Census Tract 9800,402,Census Tract 232.09,"1/1/2020 - 3/31/2020, Every day, Daily Average",2158,1786,2606
694,Census Tract 9800,403,Census Tract 232.10,"1/1/2020 - 3/31/2020, Every day, Daily Average",2016,1524,2665
694,Census Tract 9800,404,Census Tract 232.11,"1/1/2020 - 3/31/2020, Every day, Daily Average",1808,1426,2291
694,Census Tract 9800,405,Census Tract 507.12,"1/1/2020 - 3/31/2020, Every day, Daily Average",3030,2539,3615
694,Census Tract 9800,406,Census Tract 501.05,"1/1/2020 - 3/31/2020, Every day, Daily Average",3346,2709,4131
694,Census Tract 9800,407,Census Tract 504.29,"1/1/2020 - 3/31/2020, Every day, Daily Average",2619,2151,3188
694,Census Tract 9800,408,Census Tract 504.23,"1/1/2020 - 3/31/2020, Every day, Daily Average",2352,1850,2990
694,Census Tract 9800,409,Census Tract 502.05,"1/1/2020 - 3/31/2020, Every day, Daily Average",3162,2516,3973
694,Census Tract 9800,410,Census Tract 501.06,"1/1/2020 - 3/31/2020, Every day, Daily Average",3130,2503,3913
694,Census Tract 9800,411,Census Tract 504.15,"1/1/2020 - 3/31/2020, Every day, Daily Average",2369,1954,2870
694,Census Tract 9800,412,Census Tract 504.21,"1/1/2020 - 3/31/2020, Every day, Daily Average",2185,1707,2795
694,Census Tract 9800,413,Census Tract 507.18,"1/1/2020 - 3/31/2020, Every day, Daily Average",3087,2439,3906
694,Census Tract 9800,414,Census Tract 507.09,"1/1/2020 - 3/31/2020, Every day, Daily Average",2777,2250,3426
694,Census Tract 9800,415,Census Tract 507.14,"1/1/2020 - 3/31/2020, Every day, Daily Average",2732,2241,3329
694,Census Tract 9800,416,Census Tract 507.21,"1/1/2020 - 3/31/2020, Every day, Daily Average",3287,2635,4099
694,Census Tract 9800,417,Census Tract 501.03,"1/1/2020 - 3/31/2020, Every day, Daily Average",3801,3133,4610
694,Census Tract 9800,418,Census Tract 231.15,"1/1/2020 - 3/31/2020, Every day, Daily Average",2125,1558,2898
694,Census Tract 9800,419,Census Tract 233.14,"1/1/2020 - 3/31/2020, Every day, Daily Average",2074,1667,2579
694,Census Tract 9800,420,Census Tract 234.22,"1/1/2020 - 3/31/2020, Every day, Daily Average",1314,982,1756
694,Census Tract 9800,421,Census Tract 234.24,"1/1/2020 - 3/31/2020, Every day, Daily Average",1055,731,1521
694,Census Tract 9800,422,Census Tract 234.27,"1/1/2020 - 3/31/2020, Every day, Daily Average",1928,1429,2599
694,Census Tract 9800,423,Census Tract 212.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",1993,1589,2498
694,Census Tract 9800,424,Census Tract 212.04,"1/1/2020 - 3/31/2020, Every day, Daily Average",1978,1588,2463
694,Census Tract 9800,425,Census Tract 108,"1/1/2020 - 3/31/2020, Every day, Daily Average",388,205,732
694,Census Tract 9800,426,Census Tract 114.18,"1/1/2020 - 3/31/2020, Every day, Daily Average",3036,2451,3759
694,Census Tract 9800,427,Census Tract 91.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",1604,1172,2195
694,Census Tract 9800,428,Census Tract 12.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",1333,1003,1770
694,Census Tract 9800,429,Census Tract 232.12,"1/1/2020 - 3/31/2020, Every day, Daily Average",1891,1497,2388
694,Census Tract 9800,430,Census Tract 233.03,"1/1/2020 - 3/31/2020, Every day, Daily Average",2122,1723,2611
694,Census Tract 9800,431,Census Tract 233.09,"1/1/2020 - 3/31/2020, Every day, Daily Average",1990,1587,2494
694,Census Tract 9800,432,Census Tract 233.10,"1/1/2020 - 3/31/2020, Every day, Daily Average",1863,1438,2413
694,Census Tract 9800,433,Census Tract 805.09,"1/1/2020 - 3/31/2020, Every day, Daily Average",2195,1941,2481
694,Census Tract 9800,434,Census Tract 806.04,"1/1/2020 - 3/31/2020, Every day, Daily Average",1661,1377,2002
694,Census Tract 9800,435,Census Tract 801.03,"1/1/2020 - 3/31/2020, Every day, Daily Average",1854,1493,2301
694,Census Tract 9800,436,Census Tract 214.13,"1/1/2020 - 3/31/2020, Every day, Daily Average",1827,1454,2294
694,Census Tract 9800,437,Census Tract 208.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",1398,1129,1729
694,Census Tract 9800,438,Census Tract 219.11,"1/1/2020 - 3/31/2020, Every day, Daily Average",2399,1837,3132
694,Census Tract 9800,439,Census Tract 212.16,"1/1/2020 - 3/31/2020, Every day, Daily Average",2146,1711,2691
694,Census Tract 9800,440,Census Tract 214.10,"1/1/2020 - 3/31/2020, Every day, Daily Average",1735,1365,2204
694,Census Tract 9800,441,Census Tract 215.03,"1/1/2020 - 3/31/2020, Every day, Daily Average",1651,1292,2108
694,Census Tract 9800,442,Census Tract 12.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",1423,1072,1888
694,Census Tract 9800,443,Census Tract 10.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",1135,865,1489
694,Census Tract 9800,444,Census Tract 89.03,"1/1/2020 - 3/31/2020, Every day, Daily Average",1920,1349,2730
694,Census Tract 9800,445,Census Tract 43,"1/1/2020 - 3/31/2020, Every day, Daily Average",1231,922,1642
694,Census Tract 9800,446,Census Tract 9800,"1/1/2020 - 3/31/2020, Every day, Daily Average",172,57,516
694,Census Tract 9800,447,Census Tract 116.16,"1/1/2020 - 3/31/2020, Every day, Daily Average",2817,2277,3484
694,Census Tract 9800,448,Census Tract 803.03,"1/1/2020 - 3/31/2020, Every day, Daily Average",1940,1543,2438
694,Census Tract 9800,449,Census Tract 803.04,"1/1/2020 - 3/31/2020, Every day, Daily Average",2061,1644,2582
694,Census Tract 9800,450,Census Tract 212.08,"1/1/2020 - 3/31/2020, Every day, Daily Average",2159,1763,2643
694,Census Tract 9800,451,Census Tract 212.09,"1/1/2020 - 3/31/2020, Every day, Daily Average",2155,1761,2636
694,Census Tract 9800,452,Census Tract 806.03,"1/1/2020 - 3/31/2020, Every day, Daily Average",2175,1817,2603
694,Census Tract 9800,453,Census Tract 805.08,"1/1/2020 - 3/31/2020, Every day, Daily Average",2188,1804,2652
694,Census Tract 9800,454,Census Tract 212.10,"1/1/2020 - 3/31/2020, Every day, Daily Average",2326,1903,2841
694,Census Tract 9800,455,Census Tract 212.11,"1/1/2020 - 3/31/2020, Every day, Daily Average",2450,2026,2962
694,Census Tract 9800,456,Census Tract 218.06,"1/1/2020 - 3/31/2020, Every day, Daily Average",2039,1628,2552
694,Census Tract 9800,457,Census Tract 218.08,"1/1/2020 - 3/31/2020, Every day, Daily Average",2054,1625,2596
694,Census Tract 9800,458,Census Tract 218.10,"1/1/2020 - 3/31/2020, Every day, Daily Average",2015,1590,2553
694,Census Tract 9800,459,Census Tract 234.10,"1/1/2020 - 3/31/2020, Every day, Daily Average",1369,1036,1808
694,Census Tract 9800,460,Census Tract 234.11,"1/1/2020 - 3/31/2020, Every day, Daily Average",1324,1015,1726
694,Census Tract 9800,461,Census Tract 234.12,"1/1/2020 - 3/31/2020, Every day, Daily Average",1289,969,1713
694,Census Tract 9800,462,Census Tract 234.13,"1/1/2020 - 3/31/2020, Every day, Daily Average",1175,893,1545
694,Census Tract 9800,463,Census Tract 216.04,"1/1/2020 - 3/31/2020, Every day, Daily Average",1783,1406,2260
694,Census Tract 9800,464,Census Tract 219.10,"1/1/2020 - 3/31/2020, Every day, Daily Average",2097,1693,2597
694,Census Tract 9800,465,Census Tract 231.12,"1/1/2020 - 3/31/2020, Every day, Daily Average",1672,1221,2289
694,Census Tract 9800,466,Census Tract 231.14,"1/1/2020 - 3/31/2020, Every day, Daily Average",1603,1252,2051
694,Census Tract 9800,467,Census Tract 232.13,"1/1/2020 - 3/31/2020, Every day, Daily Average",1638,1258,2131
694,Census Tract 9800,468,Census Tract 503.15,"1/1/2020 - 3/31/2020, Every day, Daily Average",2598,2084,3237
694,Census Tract 9800,469,Census Tract 114.27,"1/1/2020 - 3/31/2020, Every day, Daily Average",2871,2301,3581
694,Census Tract 9800,470,Census Tract 76.03,"1/1/2020 - 3/31/2020, Every day, Daily Average",954,689,1319
694,Census Tract 9800,471,Census Tract 77.04,"1/1/2020 - 3/31/2020, Every day, Daily Average",824,605,1122
694,Census Tract 9800,472,Census Tract 76.04,"1/1/2020 - 3/31/2020, Every day, Daily Average",1016,714,1444
694,Census Tract 9800,473,Census Tract 77.03,"1/1/2020 - 3/31/2020, Every day, Daily Average",841,636,1110
694,Census Tract 9800,474,Census Tract 212.13,"1/1/2020 - 3/31/2020, Every day, Daily Average",2225,1779,2781
694,Census Tract 9800,475,Census Tract 212.14,"1/1/2020 - 3/31/2020, Every day, Daily Average",2453,1989,3025
694,Census Tract 9800,476,Census Tract 213.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",2195,1741,2766
694,Census Tract 9800,477,Census Tract 213.03,"1/1/2020 - 3/31/2020, Every day, Daily Average",1924,1540,2403
694,Census Tract 9800,478,Census Tract 218.12,"1/1/2020 - 3/31/2020, Every day, Daily Average",1887,1500,2373
694,Census Tract 9800,479,Census Tract 233.11,"1/1/2020 - 3/31/2020, Every day, Daily Average",2498,2118,2945
694,Census Tract 9800,480,Census Tract 233.12,"1/1/2020 - 3/31/2020, Every day, Daily Average",2399,1963,2930
694,Census Tract 9800,481,Census Tract 219.08,"1/1/2020 - 3/31/2020, Every day, Daily Average",2142,1744,2630
694,Census Tract 9800,482,Census Tract 234.14,"1/1/2020 - 3/31/2020, Every day, Daily Average",1492,1134,1962
694,Census Tract 9800,483,Census Tract 235.04,"1/1/2020 - 3/31/2020, Every day, Daily Average",1550,1184,2028
694,Census Tract 9800,484,Census Tract 235.05,"1/1/2020 - 3/31/2020, Every day, Daily Average",1551,1159,2074
694,Census Tract 9800,485,Census Tract 235.06,"1/1/2020 - 3/31/2020, Every day, Daily Average",1366,1032,1806
694,Census Tract 9800,486,Census Tract 222.04,"1/1/2020 - 3/31/2020, Every day, Daily Average",1970,1584,2448
694,Census Tract 9800,487,Census Tract 234.26,"1/1/2020 - 3/31/2020, Every day, Daily Average",1767,1382,2258
694,Census Tract 9800,488,Census Tract 77.06,"1/1/2020 - 3/31/2020, Every day, Daily Average",727,518,1018
694,Census Tract 9800,489,Census Tract 113.06,"1/1/2020 - 3/31/2020, Every day, Daily Average",622,392,986
694,Census Tract 9800,490,Census Tract 113.05,"1/1/2020 - 3/31/2020, Every day, Daily Average",516,325,816
694,Census Tract 9800,491,Census Tract 504.10,"1/1/2020 - 3/31/2020, Every day, Daily Average",2528,2047,3121
694,Census Tract 9800,492,Census Tract 504.16,"1/1/2020 - 3/31/2020, Every day, Daily Average",2610,2042,3335
694,Census Tract 9800,493,Census Tract 504.18,"1/1/2020 - 3/31/2020, Every day, Daily Average",2405,1807,3199
694,Census Tract 9800,494,Census Tract 95.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",1748,1337,2285
694,Census Tract 9800,495,Census Tract 1205.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",2838,2402,3352
694,Census Tract 9800,496,Census Tract 1206.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",2553,2254,2890
694,Census Tract 9800,498,Census Tract 504.22,"1/1/2020 - 3/31/2020, Every day, Daily Average",2436,1886,3145
694,Census Tract 9800,499,Census Tract 504.24,"1/1/2020 - 3/31/2020, Every day, Daily Average",2302,1801,2942
694,Census Tract 9800,500,Census Tract 504.25,"1/1/2020 - 3/31/2020, Every day, Daily Average",2651,2209,3180
694,Census Tract 9800,501,Census Tract 504.26,"1/1/2020 - 3/31/2020, Every day, Daily Average",2502,2043,3063
694,Census Tract 9800,502,Census Tract 504.19,"1/1/2020 - 3/31/2020, Every day, Daily Average",2393,1857,3083
694,Census Tract 9800,503,Census Tract 504.28,"1/1/2020 - 3/31/2020, Every day, Daily Average",2754,2297,3300
694,Census Tract 9800,504,Census Tract 504.30,"1/1/2020 - 3/31/2020, Every day, Daily Average",2476,2009,3051
694,Census Tract 9800,505,Census Tract 218.09,"1/1/2020 - 3/31/2020, Every day, Daily Average",2054,1620,2603
694,Census Tract 9800,506,Census Tract 207,"1/1/2020 - 3/31/2020, Every day, Daily Average",1312,1043,1649
694,Census Tract 9800,507,Census Tract 505.11,"1/1/2020 - 3/31/2020, Every day, Daily Average",2653,2115,3327
694,Census Tract 9800,508,Census Tract 505.20,"1/1/2020 - 3/31/2020, Every day, Daily Average",2915,2371,3582
694,Census Tract 9800,509,Census Tract 505.21,"1/1/2020 - 3/31/2020, Every day, Daily Average",3046,2505,3703
694,Census Tract 9800,510,Census Tract 505.22,"1/1/2020 - 3/31/2020, Every day, Daily Average",3182,2661,3804
694,Census Tract 9800,511,Census Tract 507.15,"1/1/2020 - 3/31/2020, Every day, Daily Average",2954,2436,3581
694,Census Tract 9800,512,Census Tract 311.14,"1/1/2020 - 3/31/2020, Every day, Daily Average",2009,1625,2482
694,Census Tract 9800,513,Census Tract 313.13,"1/1/2020 - 3/31/2020, Every day, Daily Average",1450,1147,1832
694,Census Tract 9800,514,Census Tract 313.12,"1/1/2020 - 3/31/2020, Every day, Daily Average",1714,1356,2166
694,Census Tract 9800,515,Census Tract 315.06,"1/1/2020 - 3/31/2020, Every day, Daily Average",2721,2250,3289
694,Census Tract 9800,516,Census Tract 302.19,"1/1/2020 - 3/31/2020, Every day, Daily Average",3433,2879,4093
694,Census Tract 9800,517,Census Tract 302.20,"1/1/2020 - 3/31/2020, Every day, Daily Average",2522,2043,3112
694,Census Tract 9800,518,Census Tract 312.06,"1/1/2020 - 3/31/2020, Every day, Daily Average",1728,1380,2163
694,Census Tract 9800,519,Census Tract 302.26,"1/1/2020 - 3/31/2020, Every day, Daily Average",2646,2121,3300
694,Census Tract 9800,520,Census Tract 1704.03,"1/1/2020 - 3/31/2020, Every day, Daily Average",1303,1037,1635
694,Census Tract 9800,521,Census Tract 1706.03,"1/1/2020 - 3/31/2020, Every day, Daily Average",1842,1524,2226
694,Census Tract 9800,522,Census Tract 1705.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",2230,1869,2659
694,Census Tract 9800,523,Census Tract 1705.03,"1/1/2020 - 3/31/2020, Every day, Daily Average",2558,2149,3043
694,Census Tract 9800,524,Census Tract 1703.04,"1/1/2020 - 3/31/2020, Every day, Daily Average",1819,1526,2168
694,Census Tract 9800,525,Census Tract 302.29,"1/1/2020 - 3/31/2020, Every day, Daily Average",2564,2011,3269
694,Census Tract 9800,526,Census Tract 306.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",2454,1992,3022
694,Census Tract 9800,527,Census Tract 507.19,"1/1/2020 - 3/31/2020, Every day, Daily Average",3034,2510,3666
694,Census Tract 9800,528,Census Tract 507.20,"1/1/2020 - 3/31/2020, Every day, Daily Average",3278,2150,4997
694,Census Tract 9800,529,Census Tract 504.27,"1/1/2020 - 3/31/2020, Every day, Daily Average",2939,2461,3508
694,Census Tract 9800,530,Census Tract 507.13,"1/1/2020 - 3/31/2020, Every day, Daily Average",3242,2660,3951
694,Census Tract 9800,531,Census Tract 1703.06,"1/1/2020 - 3/31/2020, Every day, Daily Average",1809,1428,2290
694,Census Tract 9800,533,Census Tract 1703.05,"1/1/2020 - 3/31/2020, Every day, Daily Average",1579,1294,1925
694,Census Tract 9800,534,Census Tract 802.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",1873,1490,2354
694,Census Tract 9800,535,Census Tract 802.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",1794,1426,2255
694,Census Tract 9800,536,Census Tract 803.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",2381,1960,2892
694,Census Tract 9800,537,Census Tract 804.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",2304,1997,2657
694,Census Tract 9800,538,Census Tract 505.40,"1/1/2020 - 3/31/2020, Every day, Daily Average",2858,2362,3457
694,Census Tract 9800,539,Census Tract 502.11,"1/1/2020 - 3/31/2020, Every day, Daily Average",2386,1887,3016
694,Census Tract 9800,540,Census Tract 502.19,"1/1/2020 - 3/31/2020, Every day, Daily Average",3113,2442,3967
694,Census Tract 9800,541,Census Tract 503.19,"1/1/2020 - 3/31/2020, Every day, Daily Average",2170,1707,2757
694,Census Tract 9800,542,Census Tract 505.26,"1/1/2020 - 3/31/2020, Every day, Daily Average",2513,2028,3113
694,Census Tract 9800,543,Census Tract 9101.04,"1/1/2020 - 3/31/2020, Every day, Daily Average",2846,2290,3535
694,Census Tract 9800,544,Census Tract 9101.03,"1/1/2020 - 3/31/2020, Every day, Daily Average",2819,2339,3396
694,Census Tract 9800,545,Census Tract 701.06,"1/1/2020 - 3/31/2020, Every day, Daily Average",1421,984,2051
694,Census Tract 9800,546,Census Tract 703.04,"1/1/2020 - 3/31/2020, Every day, Daily Average",2008,1498,2691
694,Census Tract 9800,547,Census Tract 703.06,"1/1/2020 - 3/31/2020, Every day, Daily Average",1733,1259,2383
694,Census Tract 9800,548,Census Tract 704.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",2726,2114,3514
694,Census Tract 9800,549,Census Tract 89.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",1300,1001,1687
694,Census Tract 9800,550,Census Tract 703.05,"1/1/2020 - 3/31/2020, Every day, Daily Average",1445,1022,2041
694,Census Tract 9800,551,Census Tract 702.03,"1/1/2020 - 3/31/2020, Every day, Daily Average",2512,2033,3103
694,Census Tract 9800,552,Census Tract 702.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",2250,1776,2849
694,Census Tract 9800,553,Census Tract 701.04,"1/1/2020 - 3/31/2020, Every day, Daily Average",1115,749,1659
694,Census Tract 9800,554,Census Tract 312.11,"1/1/2020 - 3/31/2020, Every day, Daily Average",1684,1343,2110
694,Census Tract 9800,555,Census Tract 312.12,"1/1/2020 - 3/31/2020, Every day, Daily Average",1923,1531,2414
694,Census Tract 9800,556,Census Tract 302.27,"1/1/2020 - 3/31/2020, Every day, Daily Average",2858,2331,3503
694,Census Tract 9800,557,Census Tract 804.03,"1/1/2020 - 3/31/2020, Every day, Daily Average",2412,1918,3032
694,Census Tract 9800,558,Census Tract 804.04,"1/1/2020 - 3/31/2020, Every day, Daily Average",2602,2198,3079
694,Census Tract 9800,559,Census Tract 805.11,"1/1/2020 - 3/31/2020, Every day, Daily Average",1885,1596,2225
694,Census Tract 9800,560,Census Tract 805.10,"1/1/2020 - 3/31/2020, Every day, Daily Average",2097,1802,2440
694,Census Tract 9800,561,Census Tract 1306.04,"1/1/2020 - 3/31/2020, Every day, Daily Average",3148,2588,3828
694,Census Tract 9800,562,Census Tract 1305.08,"1/1/2020 - 3/31/2020, Every day, Daily Average",3590,2906,4433
694,Census Tract 9800,563,Census Tract 1306.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",2777,2244,3436
694,Census Tract 9800,564,Census Tract 1306.07,"1/1/2020 - 3/31/2020, Every day, Daily Average",3572,2938,4342
694,Census Tract 9800,565,Census Tract 1306.11,"1/1/2020 - 3/31/2020, Every day, Daily Average",3843,3154,4681
694,Census Tract 9800,566,Census Tract 1306.10,"1/1/2020 - 3/31/2020, Every day, Daily Average",3587,2931,4388
694,Census Tract 9800,567,Census Tract 1306.03,"1/1/2020 - 3/31/2020, Every day, Daily Average",2882,2334,3557
694,Census Tract 9800,568,Census Tract 1305.09,"1/1/2020 - 3/31/2020, Every day, Daily Average",3298,2703,4023
694,Census Tract 9800,569,Census Tract 1304.10,"1/1/2020 - 3/31/2020, Every day, Daily Average",3297,2724,3989
694,Census Tract 9800,570,Census Tract 1305.10,"1/1/2020 - 3/31/2020, Every day, Daily Average",3310,2693,4067
694,Census Tract 9800,571,Census Tract 1306.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",3033,2477,3713
694,Census Tract 9800,572,Census Tract 1304.04,"1/1/2020 - 3/31/2020, Every day, Daily Average",3455,2823,4227
694,Census Tract 9800,573,Census Tract 1303.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",3570,2957,4309
694,Census Tract 9800,574,Census Tract 1306.08,"1/1/2020 - 3/31/2020, Every day, Daily Average",3548,2895,4348
694,Census Tract 9800,575,Census Tract 1304.06,"1/1/2020 - 3/31/2020, Every day, Daily Average",3185,2603,3896
694,Census Tract 9800,576,Census Tract 1303.06,"1/1/2020 - 3/31/2020, Every day, Daily Average",3411,2793,4164
694,Census Tract 9800,577,Census Tract 1303.04,"1/1/2020 - 3/31/2020, Every day, Daily Average",3405,2794,4148
694,Census Tract 9800,578,Census Tract 1303.07,"1/1/2020 - 3/31/2020, Every day, Daily Average",3600,2979,4350
694,Census Tract 9800,579,Census Tract 505.27,"1/1/2020 - 3/31/2020, Every day, Daily Average",3229,2564,4066
694,Census Tract 9800,580,Census Tract 501.07,"1/1/2020 - 3/31/2020, Every day, Daily Average",3905,3295,4626
694,Census Tract 9800,581,Census Tract 502.09,"1/1/2020 - 3/31/2020, Every day, Daily Average",2820,2226,3571
694,Census Tract 9800,582,Census Tract 504.36,"1/1/2020 - 3/31/2020, Every day, Daily Average",2750,2249,3361
694,Census Tract 9800,583,Census Tract 505.42,"1/1/2020 - 3/31/2020, Every day, Daily Average",2412,1910,3044
694,Census Tract 9800,584,Census Tract 507.26,"1/1/2020 - 3/31/2020, Every day, Daily Average",3873,3251,4612
694,Census Tract 9800,585,Census Tract 505.45,"1/1/2020 - 3/31/2020, Every day, Daily Average",3308,2639,4145
694,Census Tract 9800,586,Census Tract 1306.12,"1/1/2020 - 3/31/2020, Every day, Daily Average",3547,2907,4327
694,Census Tract 9800,587,Census Tract 1303.05,"1/1/2020 - 3/31/2020, Every day, Daily Average",3779,3159,4520
694,Census Tract 9800,588,Census Tract 1306.05,"1/1/2020 - 3/31/2020, Every day, Daily Average",3348,2705,4143
694,Census Tract 9800,589,Census Tract 1306.09,"1/1/2020 - 3/31/2020, Every day, Daily Average",3842,3141,4699
694,Census Tract 9800,590,Census Tract 1306.06,"1/1/2020 - 3/31/2020, Every day, Daily Average",3471,2803,4297
694,Census Tract 9800,591,Census Tract 234.28,"1/1/2020 - 3/31/2020, Every day, Daily Average",1741,1366,2218
694,Census Tract 9800,592,Census Tract 95.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",1960,1513,2538
694,Census Tract 9800,593,Census Tract 96.02,"1/1/2020 - 3/31/2020, Every day, Daily Average",1526,1197,1944
694,Census Tract 9800,594,Census Tract 94.04,"1/1/2020 - 3/31/2020, Every day, Daily Average",1743,1337,2272
694,Census Tract 9800,595,Census Tract 94.03,"1/1/2020 - 3/31/2020, Every day, Daily Average",1447,1134,1845
694,Census Tract 9800,596,Census Tract 102.12,"1/1/2020 - 3/31/2020, Every day, Daily Average",2222,1780,2773
694,Census Tract 9800,597,Census Tract 101.14,"1/1/2020 - 3/31/2020, Every day, Daily Average",1665,1340,2068
694,Census Tract 9800,598,Census Tract 101.15,"1/1/2020 - 3/31/2020, Every day, Daily Average",1783,1432,2219
694,Census Tract 9800,599,Census Tract 101.13,"1/1/2020 - 3/31/2020, Every day, Daily Average",1773,1412,2225
694,Census Tract 9800,600,Census Tract 101.18,"1/1/2020 - 3/31/2020, Every day, Daily Average",2158,1697,2743
694,Census Tract 9800,601,Census Tract 101.17,"1/1/2020 - 3/31/2020, Every day, Daily Average",2401,1841,3130
694,Census Tract 9800,602,Census Tract 701.08,"1/1/2020 - 3/31/2020, Every day, Daily Average",1418,1077,1866
694,Census Tract 9800,603,Census Tract 703.11,"1/1/2020 - 3/31/2020, Every day, Daily Average",1725,1273,2336
694,Census Tract 9800,604,Census Tract 701.07,"1/1/2020 - 3/31/2020, Every day, Daily Average",1766,1368,2278
694,Census Tract 9800,605,Census Tract 702.05,"1/1/2020 - 3/31/2020, Every day, Daily Average",1819,1414,2339
694,Census Tract 9800,606,Census Tract 705.01,"1/1/2020 - 3/31/2020, Every day, Daily Average",1945,1484,2548
694,Census Tract 9800,607,Census Tract 303.40,"1/1/2020 - 3/31/2020, Every day, Daily Average",3078,2551,3713
694,Census Tract 9800,608,Census Tract 303.43,"1/1/2020 - 3/31/2020, Every day, Daily Average",3219,2664,3888
694,Census Tract 9800,609,Census Tract 101.20,"1/1/2020 - 3/31/2020, Every day, Daily Average",2405,1901,3041
